question,answer,img_id,type
những gì đang kéo trên một dây giày bằng da với miệng của nó,con chó,476796,0
những gì đang đi trên đường,xe buýt,340701,0
người đàn ông đọc thiết bị điện toán di động cầm trên tay ở đâu,văn phòng,453765,3
màu của gạch là gì,màu trắng,502665,2
màu của bông hoa là gì,màu xanh dương,217407,2
những gì ba chân dài đã đi qua nước,con chim,495541,0
màu của chiếc hộp là gì,màu xanh dương,555625,2
cái gì đánh hơi thấy gần con mèo đang ngồi trên bãi cỏ,con chó,349776,0
những gì ăn lá từ cây,hươu cao cổ,517029,0
màu của chuối là gì,màu vàng,563340,2
có bao nhiêu kẻ giống hệt nhau đang thực hiện các thủ thuật trên ván trượt,bốn,555143,1
chó collie nhìn về bao nhiêu con cừu hướng về mảnh đất nuôi gia súc,ba,357943,1
cái gì đậu bên ngoài tòa nhà,xe ô tô,357944,0
máy chà nhà vệ sinh ở đâu,chuồng,302185,3
bàn tay chạm khắc trên tấm vải màu xanh lam đã làm gì,lọ cắm hoa,347648,0
màu của tường là gì,màu tía,430710,2
người đàn ông và hai con chó ở đâu,sân,221416,3
người trẻ đang nhảy lên một tấm thảm nổi ở đâu,hồ bơi,251576,3
những gì đang đi xuống đường ray xe lửa,tàu hỏa,444879,0
hai con bò ăn cỏ khô ở đâu,chuồng trại,369811,3
những gì đang ngồi trên đường ray tàu và gắn vào xe trước nó,xe ô tô,434279,0
màu của dấu hiệu là gì,màu đỏ,497731,2
người đàn ông đang chơi tennis ở đâu,quả bóng,460254,3
"những gì chứa đầy bàn làm việc, tv và màn hình chiếu",lớp học,373170,0
những gì đang ngồi trên các bài viết bằng gỗ trong nước,con chim,386146,0
thước và kéo ở đâu,người giữ,78359,3
có bao nhiêu người đang tạo dáng bên bàn với ly rượu,năm,74211,1
màu của vật đang ngủ là gì,màu cam,240289,2
chuột hamster nhìn ở đâu,gương,77292,3
những gì đang đi xuống các đường ray gần một khu rừng,động cơ,521838,0
những gì được hiển thị với sự đa dạng của các mặt hàng trên quầy,phòng bếp,384213,0
có bao nhiêu người lớn đứng xung quanh khu vực hành lý ở cảng,năm,447457,1
bản vẽ của một con gấu giữ những gì,diều,421437,0
những gì ngồi trên đống hành lý lớn trong một tòa nhà gạch,gấu,462953,0
màu của xe máy là gì,màu đỏ,5256,2
con mèo đen trắng nằm ở đâu,cái ghế,240691,3
cái gì đang đứng bên dòng nước,con chim,507550,0
cái gì đang nằm trên bàn phím của máy tính xách tay,con mèo,357805,0
những gì đang ngồi trên băng ghế gần một bức tượng phật,gấu,395531,0
màu của tủ lạnh là gì,màu đen,485161,2
ai đó giữ những gì bọc trong lá nhôm,sandwich,399377,0
nhiều người đứng sau một rào cản trào chắn,bảng,551906,0
con gấu nào đang điều tra vật thể lạ trong cây bút của nó,gấu trúc,439326,0
màu của chiếc nơ là gì,màu tía,539340,2
màu của con chó là gì,màu vàng,377804,2
những bông hoa ở đâu,lọ cắm hoa,432583,3
màu của con chó là gì,màu đen,407196,2
màu của áo là gì,màu đen,269360,2
những gì nằm trên kệ trượt dưới lò vi sóng,bát,577584,0
thật là gãi với cái mỏ của nó,con vịt,400994,0
người đàn ông nằm ở đâu trên một chiếc ghế dài,phòng,203479,3
những người trên bãi biển đang bay cái gì,diều,535307,0
màu của cây là gì,màu cam,340103,2
điều gì đến ầm ầm trên đường ray,tàu hỏa,472755,0
cái gì đang ngồi ở bên đường,vòi,373753,0
cô gái trang trí bánh ở đâu,phòng bếp,461908,3
bông hoa trắng cắm ở đâu,lọ cắm hoa,205934,3
những gì bên cạnh hai cuộn giấy vệ sinh và điện thoại,nhà vệ sinh,576080,0
màu của cái bát là gì,màu trắng,74002,2
màu của mặt trước là gì,màu trắng,66283,2
xe nhỏ nào ở phía sau,xe tải,426372,0
cái gì làm rung cơ thể anh ấy với một quả bóng trong miệng trong khi đám đông nhìn vào,con chó,337525,0
du thuyền ngồi ở bến chờ hành khách,con thuyền,464130,0
màu của gấu là gì,màu đen,222122,2
màu tóc là gì,màu trắng,532555,2
màu của xe tải là gì,màu đỏ,69393,2
những gì làm từ hoa trên một ngọn đồi,đồng hồ,499903,0
người đàn ông lớn tuổi đi trượt ván ở đâu,đường phố,350254,3
những gì bắt đầu bay từ nước,con chim,576398,0
những chiếc giường được đặt cạnh nhau ở đâu,phòng ngủ,537907,3
những gì đang ngồi trong phòng khách nhìn ra một cửa sổ,con chó,417846,0
cái gì đang ngồi bên cạnh một tảng đá ăn một miếng trái cây,con khỉ,360318,0
hai con chó đang ngồi gì,giường,375407,0
con mèo rất dễ thương ở đâu,gương,286554,3
màu của xe máy là gì,màu đỏ,449889,2
những gì đang đi xuống một con đường thành phố với những người lái xe phụ nữ,xe máy,487688,0
những gì nằm với thiết kế hoa và bức tường màu xanh,chậu,490927,0
màu của con chó là gì,màu nâu,482392,2
màu của thoete là gì,màu tía,230109,2
những gì giữ đầu của họ trên một bức tường đá,con ngựa,496081,0
con mèo đang nhìn ở đâu,gương,195886,3
có bao nhiêu nhân viên văn phòng đeo cà vạt sặc sỡ và cầm chai nước sốt,bốn,268516,1
màu của con mèo là gì,màu nâu,572627,2
những gì được lật,điện thoại,435309,0
cái gì đang nằm xuống đeo một chiếc cà vạt bạc ở cổ,con mèo,337180,0
nhóm hươu cao cổ ăn gì trong một giá đỡ trong bao vây của họ,hay,552073,0
những gì đang nằm trên mặt đất trên cỏ,ngựa rằn,451263,0
những gì cao chót vót trên một thành phố,đồng hồ,391648,0
màu của chiếc bình là gì,màu xanh lá,505597,2
màu của máy ảnh là gì,màu đỏ,185209,2
con mèo đen nằm ở đâu,chậu,117931,3
những gì đang ngồi dưới những tòa nhà cao tầng neon,băng ghế,403907,0
những gì lắp đầy bánh sandwich bên cạnh một chén ớt?,thịt,479858,0
cái gì đang ngồi trên ghế,con mèo,561599,0
những gì được đặt trên bảng màu nâu,pizza,510117,0
những gì được trang trí với m bất kỳ đèn và dấu hiệu,phòng,460460,0
những gì chứa đầy các loại thực phẩm,đĩa ăn,530146,0
màu của nhà vệ sinh là gì,màu trắng,432226,2
người phụ nữ đeo mũ bảo hiểm đang cưỡi ngựa là gì,con ngựa,542634,0
có bao nhiêu người với ván lướt sóng đang sử dụng chúng dưới nước,ba,166236,1
bó lục bình trắng sắp xếp ở đâu,lọ cắm hoa,515434,3
tất cả những gì trắng và có nhà vệ sinh trắng và bồn tắm,phòng tắm,568150,0
con chó đen và trắng đang ngồi ở đâu,cửa sổ,321057,3
người đàn ông đang quay trên ngón tay của mình là gì,dĩa nhựa,406676,0
màu của tháp là gì,màu đỏ,177922,2
những gì được hiển thị trên hình ảnh con mèo,con chó,388658,0
có bao nhiêu món tráng miệng sô cô la trên đĩa gần cam,bốn,46065,1
những gì đang được đưa vào sô cô la lỏng,bánh,392991,0
màu của lá là gì,màu xanh lá,562382,2
con chó đang ngồi ở đâu,chậu,333407,3
màu của áo là gì,màu xanh dương,201655,2
màu của cổ áo là gì,màu đỏ,550063,2
màu sắc của bông hoa là gì,màu tía,536008,2
có bao nhiêu người lướt sóng mà bức ảnh đen trắng hiển thị với bảng của họ,năm,395520,1
con mèo đang nằm ở đâu,chậu,84881,3
cô gái trẻ ngủ ở đâu,giường,208082,3
màu sắc của graffitii là gì,màu đen,366810,2
ăn cỏ khô gần một hàng rào là gì,con cừu,434263,0
có bao nhiêu trẻ em trên cánh đồng chơi thả diều,ba,487994,1
"những gì bị khóa trên tường xanh, kim loại",xe đạp,509822,0
những gì đang bay qua bầu trời xanh,máy bay,410221,0
người đàn ông và phụ nữ cưỡi cái gì,xe tay ga,383322,0
màu sắc của một,màu trắng,361685,2
người phụ nữ uống gì và ăn bánh,cà phê,505619,0
những gì có đồng hồ lớn ở hai bên của nó,tòa nhà,489815,0
cái gì đang đứng trên mặt đất cát bên ngoài vào ban ngày với cây cối phía sau nó,con voi,348931,0
có bao nhiêu con voi đang đi dạo cùng nhau,hai,77979,1
những chiếc ghế nằm trên cát,bờ biển,428580,0
những gì chứa đầy nhiều chuối xanh,xe tải,508087,0
những gì đỗ trên vỉa hè bên ngoài tòa nhà gạch,xe đạp,429497,0
có bao nhiêu người đàn ông đứng trên một bãi đá gần một bụi cây,hai,42493,1
màu của áo là gì,màu tía,177840,2
những gì đang phát trên bàn phím máy tính,con mèo,418799,0
cái gì ngồi trên giường và đọc một cuốn sách,con mèo,364725,0
chiếc bình sơn với cá giữ những gì bên ngoài của một cửa sổ,bông hoa,547601,0
màu của len là gì,màu nâu,241461,2
những gì bên cạnh động vật nhồi bông màu vàng,sandwich,532620,0
màu của đồng hồ là gì,màu trắng,334491,2
màu của cốc là gì,màu xanh dương,562205,2
màu của máy bay là gì,màu xám,200560,2
màu của chiếc tàu là gì,màu xanh lá,211788,2
cái gì trên cái đĩa màu xanh lá cây và màu trắng,donut,356586,0
một bộ giường mới nằm ở đâu,phòng ngủ,309521,3
có bao nhiêu con bò đứng trên thuyền trên hồ,hai,382670,1
cái gì đang nằm yên trên cuộn băng trong,cây kéo,348012,0
những gì đang đi trên đường ray,tàu hỏa,484225,0
cái gì trên đường phố gần cây bụi,xe buýt,533107,0
những gì chứa đầy hoa được đặt trên đỉnh của một bàn gỗ,bát,467951,0
màu của bồn rửa là gì,màu trắng,76264,2
màu của diều là gì,màu tía,297308,2
cái gì đang ngồi trong nhà vệ sinh,con mèo,557239,0
bông cải xanh nấu ở đâu,cái nồi,383157,3
màu của cái bình là gì,màu tía,201273,2
những gì đang chơi với frisbee trên cỏ,con chó,570077,0
màu của chiếc bình là gì,màu đỏ,188457,2
người đàn ông đang khuấy động một cái nồi ở đâu,phòng bếp,143789,3
"có bao nhiêu người trượt tuyết đứng cùng nhau trên dốc, với cây cối ở phía sau",hai,222394,1
những gì bị treo trên móc thực vật bởi một sợi dài màu xám ngọc trai,gấu,473942,0
"những gì mở tiết lộ nhà vệ sinh, bồn rửa và tủ treo",cửa,416745,0
những chiếc bánh rán rắc đường nằm ở đâu,cái rổ,498649,3
có bao nhiêu con hươu cao cổ đi xung quanh bên cạnh những cọc gỗ lớn,bốn,4319,1
nhóm gấu teddy nằm ở đâu,cái rổ,203486,3
đứa trẻ đang ăn bánh rán ở bàn là gì,sô cô la,434930,0
những gì nằm ngoài xi măng nghiêng gần một ô cửa,nhà vệ sinh,414884,0
cô gái đang mặc áo choàng ở đâu,giường,572174,3
người đàn ông và con trai đã đứng trên bãi biển với một sự tự lắp ráp,diều,579307,0
cái gì trên bàn trên một cái đĩa trắng,donut,378605,0
trẻ em đang đánh răng ở đâu,nhà vệ sinh,339597,3
con gấu nhỏ màu đen ở đâu,sân,332562,3
con gấu nào ăn tre trong một khu vực nhiều cây cối,gấu trúc,476417,0
người đàn ông trong bộ đồ đen ở đâu,cái ghế,261050,3
những gì tỏa sáng rực rỡ khi ván trượt đang nhảy lên,mặt trời,557396,0
cái bàn có hai thứ gì đang ngồi ,gấu,467096,0
những cái bánh donuts nằm ở đâu,hộp,576539,3
những gì bay qua bầu trời đầy mây,máy bay,344397,0
có bao nhiêu máy tính trên một cái bàn rất lộn xộn trong một văn phòng tường gạch,ba,459825,1
màu của ánh sáng là gì,màu đỏ,369609,2
có bao nhiêu người đi xe đạp một số cây và một con chim bồ câu,ba,515289,1
có bao nhiêu người đàn ông trên ngựa và mặc đồng phục đang cầm cờ mỹ,bốn,347511,1
ba người đàn ông đang ngồi ở đâu,cửa tiệm,304765,3
các tủ được mở đặt ở đâu,phòng bếp,194620,3
cái gì ngoài đỉnh của một tòa nhà,đồng hồ,449392,0
những gì xếp chồng lên nhau trên hộp,vali,421681,0
những gì đang đậu trước bãi đậu xe trước cửa hàng,xe ô tô,485123,0
màu của sân là gì,màu đen,479314,2
những gì đang nhìn vào máy tính xách tay để nằm trên một hàng rào,con mèo,409247,0
màu của lửa là gì,màu đỏ,137745,2
cái gì bị xích vào cột trên vỉa hè,xe đạp,567708,0
màu sắc của đồ đạc là gì,màu trắng,414912,2
có bao nhiêu chiếc lọ nhỏ bày ra trên quầy,ba,9127,1
màu của vòi nước là gì,màu đỏ,345914,2
có bao nhiêu con chó nhỏ kiên nhẫn chờ đợi cho chủ sở hữu của họ,hai,565341,1
cái gì trong đầu của một máy xay,rau,413120,0
màu của cà vạt là gì,màu xám,239586,2
màu của chiếc đĩa là gì,màu đen,41832,2
màu sắc của bông hoa là gì,màu tía,349621,2
những con hươu cao cổ này đang ở đâu,chuồng,222113,3
cặp đôi đang chuẩn bị một bữa tối lớn ở đâu,phòng bếp,552199,3
màu của bảng là gì,màu vàng,250848,2
có bao nhiêu đứa trẻ đang ngồi trên giường ôm một con gấu nhỏ,ba,52901,1
màu của phòng ngủ là gì,màu trắng,230109,2
cái gì trải dài trên chiếc gối mềm mại,con mèo,401112,0
có bao nhiêu con chim đứng trên cát gần một vùng nước,năm,7048,1
